x,y,z,Year,Month,dT
1880.0,0.0,-0.8,1880.0,0.0,-0.8
1880.0,1.0,-0.37,1880.0,1.0,-0.37
1880.0,2.0,-0.45,1880.0,2.0,-0.45
1880.0,3.0,-0.64,1880.0,3.0,-0.64
1880.0,4.0,-0.34,1880.0,4.0,-0.34
1880.0,5.0,-0.47,1880.0,5.0,-0.47
1880.0,6.0,-0.46,1880.0,6.0,-0.46
1880.0,7.0,0.1,1880.0,7.0,0.1
1880.0,8.0,-0.47,1880.0,8.0,-0.47
1880.0,9.0,-0.65,1880.0,9.0,-0.65
1880.0,10.0,-0.49,1880.0,10.0,-0.49
1880.0,11.0,-0.51,1880.0,11.0,-0.51
1881.0,0.0,-0.76,1881.0,0.0,-0.76
1881.0,1.0,-0.59,1881.0,1.0,-0.59
1881.0,2.0,-0.34,1881.0,2.0,-0.34
1881.0,3.0,-0.24,1881.0,3.0,-0.24
1881.0,4.0,0.0,1881.0,4.0,0.0
1881.0,5.0,-1.09,1881.0,5.0,-1.09
1881.0,6.0,-0.5,1881.0,6.0,-0.5
1881.0,7.0,-0.21,1881.0,7.0,-0.21
1881.0,8.0,-0.31,1881.0,8.0,-0.31
1881.0,9.0,-0.45,1881.0,9.0,-0.45
1881.0,10.0,-0.53,1881.0,10.0,-0.53
1881.0,11.0,-0.11,1881.0,11.0,-0.11
1882.0,0.0,0.15,1882.0,0.0,0.15
1882.0,1.0,-0.08,1882.0,1.0,-0.08
1882.0,2.0,-0.05,1882.0,2.0,-0.05
1882.0,3.0,-0.55,1882.0,3.0,-0.55
1882.0,4.0,-0.34,1882.0,4.0,-0.34
1882.0,5.0,-0.99,1882.0,5.0,-0.99
1882.0,6.0,-0.67,1882.0,6.0,-0.67
1882.0,7.0,-0.08,1882.0,7.0,-0.08
1882.0,8.0,-0.04,1882.0,8.0,-0.04
1882.0,9.0,-0.28,1882.0,9.0,-0.28
1882.0,10.0,-0.36,1882.0,10.0,-0.36
1882.0,11.0,-0.64,1882.0,11.0,-0.64
1883.0,0.0,-0.65,1883.0,0.0,-0.65
1883.0,1.0,-0.91,1883.0,1.0,-0.91
1883.0,2.0,-0.43,1883.0,2.0,-0.43
1883.0,3.0,-0.28,1883.0,3.0,-0.28
1883.0,4.0,-0.32,1883.0,4.0,-0.32
1883.0,5.0,0.47,1883.0,5.0,0.47
1883.0,6.0,0.02,1883.0,6.0,0.02
1883.0,7.0,-0.12,1883.0,7.0,-0.12
1883.0,8.0,-0.42,1883.0,8.0,-0.42
1883.0,9.0,-0.53,1883.0,9.0,-0.53
1883.0,10.0,-0.66,1883.0,10.0,-0.66
1883.0,11.0,-0.36,1883.0,11.0,-0.36
1884.0,0.0,-0.57,1884.0,0.0,-0.57
1884.0,1.0,-0.31,1884.0,1.0,-0.31
1884.0,2.0,-0.37,1884.0,2.0,-0.37
1884.0,3.0,-0.91,1884.0,3.0,-0.91
1884.0,4.0,-1.16,1884.0,4.0,-1.16
1884.0,5.0,-0.79,1884.0,5.0,-0.79
1884.0,6.0,-0.81,1884.0,6.0,-0.81
1884.0,7.0,0.19,1884.0,7.0,0.19
1884.0,8.0,-0.33,1884.0,8.0,-0.33
1884.0,9.0,-0.74,1884.0,9.0,-0.74
1884.0,10.0,-0.78,1884.0,10.0,-0.78
1884.0,11.0,-0.96,1884.0,11.0,-0.96
1885.0,0.0,-0.89,1885.0,0.0,-0.89
1885.0,1.0,-0.76,1885.0,1.0,-0.76
1885.0,2.0,-0.88,1885.0,2.0,-0.88
1885.0,3.0,-0.83,1885.0,3.0,-0.83
1885.0,4.0,-0.45,1885.0,4.0,-0.45
1885.0,5.0,-0.9,1885.0,5.0,-0.9
1885.0,6.0,-0.59,1885.0,6.0,-0.59
1885.0,7.0,-0.12,1885.0,7.0,-0.12
1885.0,8.0,-0.12,1885.0,8.0,-0.12
1885.0,9.0,0.0,1885.0,9.0,0.0
1885.0,10.0,-0.34,1885.0,10.0,-0.34
1885.0,11.0,0.05,1885.0,11.0,0.05
1886.0,0.0,-0.72,1886.0,0.0,-0.72
1886.0,1.0,-0.79,1886.0,1.0,-0.79
1886.0,2.0,-0.65,1886.0,2.0,-0.65
1886.0,3.0,-0.58,1886.0,3.0,-0.58
1886.0,4.0,-0.53,1886.0,4.0,-0.53
1886.0,5.0,-0.81,1886.0,5.0,-0.81
1886.0,6.0,-0.36,1886.0,6.0,-0.36
1886.0,7.0,-0.69,1886.0,7.0,-0.69
1886.0,8.0,-0.38,1886.0,8.0,-0.38
1886.0,9.0,-0.82,1886.0,9.0,-0.82
1886.0,10.0,-0.45,1886.0,10.0,-0.45
1886.0,11.0,-0.71,1886.0,11.0,-0.71
1887.0,0.0,-0.84,1887.0,0.0,-0.84
1887.0,1.0,-1.24,1887.0,1.0,-1.24
1887.0,2.0,-0.56,1887.0,2.0,-0.56
1887.0,3.0,-0.81,1887.0,3.0,-0.81
1887.0,4.0,-0.83,1887.0,4.0,-0.83
1887.0,5.0,-0.64,1887.0,5.0,-0.64
1887.0,6.0,-0.38,1887.0,6.0,-0.38
1887.0,7.0,-0.23,1887.0,7.0,-0.23
1887.0,8.0,-0.59,1887.0,8.0,-0.59
1887.0,9.0,-0.52,1887.0,9.0,-0.52
1887.0,10.0,-0.89,1887.0,10.0,-0.89
1887.0,11.0,-0.63,1887.0,11.0,-0.63
1888.0,0.0,-0.7,1888.0,0.0,-0.7
1888.0,1.0,-0.79,1888.0,1.0,-0.79
1888.0,2.0,-0.87,1888.0,2.0,-0.87
1888.0,3.0,-0.28,1888.0,3.0,-0.28
1888.0,4.0,-0.72,1888.0,4.0,-0.72
1888.0,5.0,-0.52,1888.0,5.0,-0.52
1888.0,6.0,-0.33,1888.0,6.0,-0.33
1888.0,7.0,-0.32,1888.0,7.0,-0.32
1888.0,8.0,-0.38,1888.0,8.0,-0.38
1888.0,9.0,-0.24,1888.0,9.0,-0.24
1888.0,10.0,-0.02,1888.0,10.0,-0.02
1888.0,11.0,-0.14,1888.0,11.0,-0.14
1889.0,0.0,-0.25,1889.0,0.0,-0.25
1889.0,1.0,0.21,1889.0,1.0,0.21
1889.0,2.0,0.1,1889.0,2.0,0.1
1889.0,3.0,0.16,1889.0,3.0,0.16
1889.0,4.0,0.15,1889.0,4.0,0.15
1889.0,5.0,-0.26,1889.0,5.0,-0.26
1889.0,6.0,-0.37,1889.0,6.0,-0.37
1889.0,7.0,-0.56,1889.0,7.0,-0.56
1889.0,8.0,-0.33,1889.0,8.0,-0.33
1889.0,9.0,-0.16,1889.0,9.0,-0.16
1889.0,10.0,-0.4,1889.0,10.0,-0.4
1889.0,11.0,-0.41,1889.0,11.0,-0.41
1890.0,0.0,-0.57,1890.0,0.0,-0.57
1890.0,1.0,-0.6,1890.0,1.0,-0.6
1890.0,2.0,-0.58,1890.0,2.0,-0.58
1890.0,3.0,-0.49,1890.0,3.0,-0.49
1890.0,4.0,-0.89,1890.0,4.0,-0.89
1890.0,5.0,-0.54,1890.0,5.0,-0.54
1890.0,6.0,-0.57,1890.0,6.0,-0.57
1890.0,7.0,-0.58,1890.0,7.0,-0.58
1890.0,8.0,-0.31,1890.0,8.0,-0.31
1890.0,9.0,-0.23,1890.0,9.0,-0.23
1890.0,10.0,-0.73,1890.0,10.0,-0.73
1890.0,11.0,-0.49,1890.0,11.0,-0.49
1891.0,0.0,-0.92,1891.0,0.0,-0.92
1891.0,1.0,-1.04,1891.0,1.0,-1.04
1891.0,2.0,-0.49,1891.0,2.0,-0.49
1891.0,3.0,-0.65,1891.0,3.0,-0.65
1891.0,4.0,-0.45,1891.0,4.0,-0.45
1891.0,5.0,-0.54,1891.0,5.0,-0.54
1891.0,6.0,-0.71,1891.0,6.0,-0.71
1891.0,7.0,-0.55,1891.0,7.0,-0.55
1891.0,8.0,-0.48,1891.0,8.0,-0.48
1891.0,9.0,-0.54,1891.0,9.0,-0.54
1891.0,10.0,-0.53,1891.0,10.0,-0.53
1891.0,11.0,0.06,1891.0,11.0,0.06
1892.0,0.0,-0.59,1892.0,0.0,-0.59
1892.0,1.0,-0.28,1892.0,1.0,-0.28
1892.0,2.0,-0.56,1892.0,2.0,-0.56
1892.0,3.0,-0.68,1892.0,3.0,-0.68
1892.0,4.0,-0.62,1892.0,4.0,-0.62
1892.0,5.0,-0.53,1892.0,5.0,-0.53
1892.0,6.0,-0.35,1892.0,6.0,-0.35
1892.0,7.0,-0.23,1892.0,7.0,-0.23
1892.0,8.0,-0.44,1892.0,8.0,-0.44
1892.0,9.0,-0.31,1892.0,9.0,-0.31
1892.0,10.0,-0.6,1892.0,10.0,-0.6
1892.0,11.0,-0.57,1892.0,11.0,-0.57
1893.0,0.0,-1.4,1893.0,0.0,-1.4
1893.0,1.0,-0.97,1893.0,1.0,-0.97
1893.0,2.0,-0.56,1893.0,2.0,-0.56
1893.0,3.0,-0.63,1893.0,3.0,-0.63
1893.0,4.0,-0.7,1893.0,4.0,-0.7
1893.0,5.0,-0.66,1893.0,5.0,-0.66
1893.0,6.0,-0.12,1893.0,6.0,-0.12
1893.0,7.0,-0.33,1893.0,7.0,-0.33
1893.0,8.0,-0.24,1893.0,8.0,-0.24
1893.0,9.0,-0.08,1893.0,9.0,-0.08
1893.0,10.0,-0.1,1893.0,10.0,-0.1
1893.0,11.0,-0.35,1893.0,11.0,-0.35
1894.0,0.0,-0.74,1894.0,0.0,-0.74
1894.0,1.0,-0.61,1894.0,1.0,-0.61
1894.0,2.0,-0.38,1894.0,2.0,-0.38
1894.0,3.0,-0.64,1894.0,3.0,-0.64
1894.0,4.0,-0.65,1894.0,4.0,-0.65
1894.0,5.0,-0.47,1894.0,5.0,-0.47
1894.0,6.0,-0.37,1894.0,6.0,-0.37
1894.0,7.0,-0.31,1894.0,7.0,-0.31
1894.0,8.0,-0.42,1894.0,8.0,-0.42
1894.0,9.0,-0.08,1894.0,9.0,-0.08
1894.0,10.0,-0.14,1894.0,10.0,-0.14
1894.0,11.0,-0.16,1894.0,11.0,-0.16
1895.0,0.0,-0.68,1895.0,0.0,-0.68
1895.0,1.0,-0.78,1895.0,1.0,-0.78
1895.0,2.0,-0.5,1895.0,2.0,-0.5
1895.0,3.0,-0.46,1895.0,3.0,-0.46
1895.0,4.0,-0.29,1895.0,4.0,-0.29
1895.0,5.0,-0.28,1895.0,5.0,-0.28
1895.0,6.0,-0.53,1895.0,6.0,-0.53
1895.0,7.0,-0.18,1895.0,7.0,-0.18
1895.0,8.0,-0.14,1895.0,8.0,-0.14
1895.0,9.0,-0.1,1895.0,9.0,-0.1
1895.0,10.0,-0.16,1895.0,10.0,-0.16
1895.0,11.0,-0.08,1895.0,11.0,-0.08
1896.0,0.0,-0.22,1896.0,0.0,-0.22
1896.0,1.0,-0.28,1896.0,1.0,-0.28
1896.0,2.0,-0.52,1896.0,2.0,-0.52
1896.0,3.0,-0.47,1896.0,3.0,-0.47
1896.0,4.0,-0.43,1896.0,4.0,-0.43
1896.0,5.0,-0.45,1896.0,5.0,-0.45
1896.0,6.0,-0.19,1896.0,6.0,-0.19
1896.0,7.0,-0.36,1896.0,7.0,-0.36
1896.0,8.0,-0.08,1896.0,8.0,-0.08
1896.0,9.0,-0.01,1896.0,9.0,-0.01
1896.0,10.0,-0.42,1896.0,10.0,-0.42
1896.0,11.0,-0.2,1896.0,11.0,-0.2
1897.0,0.0,-0.25,1897.0,0.0,-0.25
1897.0,1.0,-0.49,1897.0,1.0,-0.49
1897.0,2.0,-0.29,1897.0,2.0,-0.29
1897.0,3.0,-0.09,1897.0,3.0,-0.09
1897.0,4.0,-0.24,1897.0,4.0,-0.24
1897.0,5.0,-0.16,1897.0,5.0,-0.16
1897.0,6.0,-0.09,1897.0,6.0,-0.09
1897.0,7.0,-0.3,1897.0,7.0,-0.3
1897.0,8.0,-0.14,1897.0,8.0,-0.14
1897.0,9.0,-0.21,1897.0,9.0,-0.21
1897.0,10.0,0.01,1897.0,10.0,0.01
1897.0,11.0,-0.21,1897.0,11.0,-0.21
1898.0,0.0,-0.1,1898.0,0.0,-0.1
1898.0,1.0,-0.42,1898.0,1.0,-0.42
1898.0,2.0,-0.79,1898.0,2.0,-0.79
1898.0,3.0,-0.55,1898.0,3.0,-0.55
1898.0,4.0,-0.61,1898.0,4.0,-0.61
1898.0,5.0,-0.29,1898.0,5.0,-0.29
1898.0,6.0,-0.34,1898.0,6.0,-0.34
1898.0,7.0,-0.22,1898.0,7.0,-0.22
1898.0,8.0,-0.01,1898.0,8.0,-0.01
1898.0,9.0,-0.4,1898.0,9.0,-0.4
1898.0,10.0,-0.48,1898.0,10.0,-0.48
1898.0,11.0,-0.2,1898.0,11.0,-0.2
1899.0,0.0,-0.42,1899.0,0.0,-0.42
1899.0,1.0,-0.6,1899.0,1.0,-0.6
1899.0,2.0,-0.36,1899.0,2.0,-0.36
1899.0,3.0,-0.25,1899.0,3.0,-0.25
1899.0,4.0,-0.4,1899.0,4.0,-0.4
1899.0,5.0,-0.53,1899.0,5.0,-0.53
1899.0,6.0,-0.3,1899.0,6.0,-0.3
1899.0,7.0,-0.28,1899.0,7.0,-0.28
1899.0,8.0,-0.01,1899.0,8.0,-0.01
1899.0,9.0,-0.27,1899.0,9.0,-0.27
1899.0,10.0,-0.01,1899.0,10.0,-0.01
1899.0,11.0,-0.21,1899.0,11.0,-0.21
1900.0,0.0,-0.54,1900.0,0.0,-0.54
1900.0,1.0,-0.04,1900.0,1.0,-0.04
1900.0,2.0,-0.17,1900.0,2.0,-0.17
1900.0,3.0,-0.16,1900.0,3.0,-0.16
1900.0,4.0,-0.17,1900.0,4.0,-0.17
1900.0,5.0,-0.12,1900.0,5.0,-0.12
1900.0,6.0,-0.36,1900.0,6.0,-0.36
1900.0,7.0,-0.16,1900.0,7.0,-0.16
1900.0,8.0,-0.07,1900.0,8.0,-0.07
1900.0,9.0,0.15,1900.0,9.0,0.15
1900.0,10.0,-0.11,1900.0,10.0,-0.11
1900.0,11.0,-0.06,1900.0,11.0,-0.06
1901.0,0.0,-0.19,1901.0,0.0,-0.19
1901.0,1.0,-0.1,1901.0,1.0,-0.1
1901.0,2.0,-0.1,1901.0,2.0,-0.1
1901.0,3.0,-0.07,1901.0,3.0,-0.07
1901.0,4.0,-0.18,1901.0,4.0,-0.18
1901.0,5.0,0.03,1901.0,5.0,0.03
1901.0,6.0,-0.24,1901.0,6.0,-0.24
1901.0,7.0,-0.21,1901.0,7.0,-0.21
1901.0,8.0,0.03,1901.0,8.0,0.03
1901.0,9.0,-0.18,1901.0,9.0,-0.18
1901.0,10.0,-0.12,1901.0,10.0,-0.12
1901.0,11.0,-0.21,1901.0,11.0,-0.21
1902.0,0.0,-0.28,1902.0,0.0,-0.28
1902.0,1.0,-0.03,1902.0,1.0,-0.03
1902.0,2.0,-0.17,1902.0,2.0,-0.17
1902.0,3.0,-0.18,1902.0,3.0,-0.18
1902.0,4.0,-0.31,1902.0,4.0,-0.31
1902.0,5.0,-0.35,1902.0,5.0,-0.35
1902.0,6.0,-0.42,1902.0,6.0,-0.42
1902.0,7.0,-0.52,1902.0,7.0,-0.52
1902.0,8.0,-0.39,1902.0,8.0,-0.39
1902.0,9.0,-0.46,1902.0,9.0,-0.46
1902.0,10.0,-0.48,1902.0,10.0,-0.48
1902.0,11.0,-0.55,1902.0,11.0,-0.55
1903.0,0.0,-0.33,1903.0,0.0,-0.33
1903.0,1.0,-0.13,1903.0,1.0,-0.13
1903.0,2.0,-0.15,1903.0,2.0,-0.15
1903.0,3.0,-0.53,1903.0,3.0,-0.53
1903.0,4.0,-0.42,1903.0,4.0,-0.42
1903.0,5.0,-0.63,1903.0,5.0,-0.63
1903.0,6.0,-0.31,1903.0,6.0,-0.31
1903.0,7.0,-0.42,1903.0,7.0,-0.42
1903.0,8.0,-0.43,1903.0,8.0,-0.43
1903.0,9.0,-0.49,1903.0,9.0,-0.49
1903.0,10.0,-0.45,1903.0,10.0,-0.45
1903.0,11.0,-0.6,1903.0,11.0,-0.6
1904.0,0.0,-0.78,1904.0,0.0,-0.78
1904.0,1.0,-0.75,1904.0,1.0,-0.75
1904.0,2.0,-0.55,1904.0,2.0,-0.55
1904.0,3.0,-0.42,1904.0,3.0,-0.42
1904.0,4.0,-0.62,1904.0,4.0,-0.62
1904.0,5.0,-0.48,1904.0,5.0,-0.48
1904.0,6.0,-0.61,1904.0,6.0,-0.61
1904.0,7.0,-0.49,1904.0,7.0,-0.49
1904.0,8.0,-0.44,1904.0,8.0,-0.44
1904.0,9.0,-0.51,1904.0,9.0,-0.51
1904.0,10.0,-0.24,1904.0,10.0,-0.24
1904.0,11.0,-0.4,1904.0,11.0,-0.4
1905.0,0.0,-0.41,1905.0,0.0,-0.41
1905.0,1.0,-0.96,1905.0,1.0,-0.96
1905.0,2.0,-0.23,1905.0,2.0,-0.23
1905.0,3.0,-0.32,1905.0,3.0,-0.32
1905.0,4.0,-0.35,1905.0,4.0,-0.35
1905.0,5.0,-0.29,1905.0,5.0,-0.29
1905.0,6.0,-0.43,1905.0,6.0,-0.43
1905.0,7.0,-0.26,1905.0,7.0,-0.26
1905.0,8.0,-0.21,1905.0,8.0,-0.21
1905.0,9.0,-0.36,1905.0,9.0,-0.36
1905.0,10.0,-0.07,1905.0,10.0,-0.07
1905.0,11.0,-0.24,1905.0,11.0,-0.24
1906.0,0.0,-0.16,1906.0,0.0,-0.16
1906.0,1.0,-0.32,1906.0,1.0,-0.32
1906.0,2.0,-0.32,1906.0,2.0,-0.32
1906.0,3.0,0.07,1906.0,3.0,0.07
1906.0,4.0,-0.19,1906.0,4.0,-0.19
1906.0,5.0,-0.22,1906.0,5.0,-0.22
1906.0,6.0,-0.21,1906.0,6.0,-0.21
1906.0,7.0,-0.16,1906.0,7.0,-0.16
1906.0,8.0,-0.3,1906.0,8.0,-0.3
1906.0,9.0,-0.18,1906.0,9.0,-0.18
1906.0,10.0,-0.53,1906.0,10.0,-0.53
1906.0,11.0,-0.25,1906.0,11.0,-0.25
1907.0,0.0,-0.48,1907.0,0.0,-0.48
1907.0,1.0,-0.65,1907.0,1.0,-0.65
1907.0,2.0,-0.43,1907.0,2.0,-0.43
1907.0,3.0,-0.58,1907.0,3.0,-0.58
1907.0,4.0,-0.58,1907.0,4.0,-0.58
1907.0,5.0,-0.66,1907.0,5.0,-0.66
1907.0,6.0,-0.42,1907.0,6.0,-0.42
1907.0,7.0,-0.54,1907.0,7.0,-0.54
1907.0,8.0,-0.38,1907.0,8.0,-0.38
1907.0,9.0,-0.32,1907.0,9.0,-0.32
1907.0,10.0,-0.59,1907.0,10.0,-0.59
1907.0,11.0,-0.65,1907.0,11.0,-0.65
1908.0,0.0,-0.36,1908.0,0.0,-0.36
1908.0,1.0,-0.3,1908.0,1.0,-0.3
1908.0,2.0,-0.49,1908.0,2.0,-0.49
1908.0,3.0,-0.44,1908.0,3.0,-0.44
1908.0,4.0,-0.32,1908.0,4.0,-0.32
1908.0,5.0,-0.42,1908.0,5.0,-0.42
1908.0,6.0,-0.39,1908.0,6.0,-0.39
1908.0,7.0,-0.38,1908.0,7.0,-0.38
1908.0,8.0,-0.15,1908.0,8.0,-0.15
1908.0,9.0,-0.39,1908.0,9.0,-0.39
1908.0,10.0,-0.57,1908.0,10.0,-0.57
1908.0,11.0,-0.39,1908.0,11.0,-0.39
1909.0,0.0,-0.77,1909.0,0.0,-0.77
1909.0,1.0,-0.57,1909.0,1.0,-0.57
1909.0,2.0,-0.48,1909.0,2.0,-0.48
1909.0,3.0,-0.6,1909.0,3.0,-0.6
1909.0,4.0,-0.57,1909.0,4.0,-0.57
1909.0,5.0,-0.41,1909.0,5.0,-0.41
1909.0,6.0,-0.33,1909.0,6.0,-0.33
1909.0,7.0,-0.09,1909.0,7.0,-0.09
1909.0,8.0,-0.18,1909.0,8.0,-0.18
1909.0,9.0,-0.16,1909.0,9.0,-0.16
1909.0,10.0,-0.13,1909.0,10.0,-0.13
1909.0,11.0,-0.52,1909.0,11.0,-0.52
1910.0,0.0,-0.44,1910.0,0.0,-0.44
1910.0,1.0,-0.37,1910.0,1.0,-0.37
1910.0,2.0,-0.46,1910.0,2.0,-0.46
1910.0,3.0,-0.3,1910.0,3.0,-0.3
1910.0,4.0,-0.24,1910.0,4.0,-0.24
1910.0,5.0,-0.33,1910.0,5.0,-0.33
1910.0,6.0,-0.22,1910.0,6.0,-0.22
1910.0,7.0,-0.13,1910.0,7.0,-0.13
1910.0,8.0,-0.08,1910.0,8.0,-0.08
1910.0,9.0,-0.28,1910.0,9.0,-0.28
1910.0,10.0,-0.51,1910.0,10.0,-0.51
1910.0,11.0,-0.64,1910.0,11.0,-0.64
1911.0,0.0,-0.63,1911.0,0.0,-0.63
1911.0,1.0,-0.63,1911.0,1.0,-0.63
1911.0,2.0,-0.59,1911.0,2.0,-0.59
1911.0,3.0,-0.5,1911.0,3.0,-0.5
1911.0,4.0,-0.36,1911.0,4.0,-0.36
1911.0,5.0,-0.36,1911.0,5.0,-0.36
1911.0,6.0,-0.14,1911.0,6.0,-0.14
1911.0,7.0,-0.22,1911.0,7.0,-0.22
1911.0,8.0,-0.23,1911.0,8.0,-0.23
1911.0,9.0,-0.15,1911.0,9.0,-0.15
1911.0,10.0,-0.1,1911.0,10.0,-0.1
1911.0,11.0,-0.21,1911.0,11.0,-0.21
1912.0,0.0,-0.15,1912.0,0.0,-0.15
1912.0,1.0,-0.09,1912.0,1.0,-0.09
1912.0,2.0,-0.39,1912.0,2.0,-0.39
1912.0,3.0,-0.26,1912.0,3.0,-0.26
1912.0,4.0,-0.16,1912.0,4.0,-0.16
1912.0,5.0,-0.23,1912.0,5.0,-0.23
1912.0,6.0,-0.47,1912.0,6.0,-0.47
1912.0,7.0,-0.6,1912.0,7.0,-0.6
1912.0,8.0,-0.33,1912.0,8.0,-0.33
1912.0,9.0,-0.44,1912.0,9.0,-0.44
1912.0,10.0,-0.39,1912.0,10.0,-0.39
1912.0,11.0,-0.3,1912.0,11.0,-0.3
1913.0,0.0,-0.42,1913.0,0.0,-0.42
1913.0,1.0,-0.46,1913.0,1.0,-0.46
1913.0,2.0,-0.55,1913.0,2.0,-0.55
1913.0,3.0,-0.28,1913.0,3.0,-0.28
1913.0,4.0,-0.6,1913.0,4.0,-0.6
1913.0,5.0,-0.59,1913.0,5.0,-0.59
1913.0,6.0,-0.2,1913.0,6.0,-0.2
