x,y,z,Year,Month,dT
1982.0,5.0,0.04,1982.0,5.0,0.04
1982.0,6.0,0.18,1982.0,6.0,0.18
1982.0,7.0,0.08,1982.0,7.0,0.08
1982.0,8.0,0.1,1982.0,8.0,0.1
1982.0,9.0,0.02,1982.0,9.0,0.02
1982.0,10.0,0.13,1982.0,10.0,0.13
1982.0,11.0,0.42,1982.0,11.0,0.42
1983.0,0.0,0.49,1983.0,0.0,0.49
1983.0,1.0,0.41,1983.0,1.0,0.41
1983.0,2.0,0.48,1983.0,2.0,0.48
1983.0,3.0,0.41,1983.0,3.0,0.41
1983.0,4.0,0.49,1983.0,4.0,0.49
1983.0,5.0,0.28,1983.0,5.0,0.28
1983.0,6.0,0.21,1983.0,6.0,0.21
1983.0,7.0,0.47,1983.0,7.0,0.47
1983.0,8.0,0.57,1983.0,8.0,0.57
1983.0,9.0,0.34,1983.0,9.0,0.34
1983.0,10.0,0.33,1983.0,10.0,0.33
1983.0,11.0,0.18,1983.0,11.0,0.18
1984.0,0.0,0.24,1984.0,0.0,0.24
1984.0,1.0,0.16,1984.0,1.0,0.16
1984.0,2.0,0.38,1984.0,2.0,0.38
1984.0,3.0,0.15,1984.0,3.0,0.15
1984.0,4.0,0.46,1984.0,4.0,0.46
1984.0,5.0,0.05,1984.0,5.0,0.05
1984.0,6.0,0.19,1984.0,6.0,0.19
1984.0,7.0,0.28,1984.0,7.0,0.28
1984.0,8.0,0.27,1984.0,8.0,0.27
1984.0,9.0,0.22,1984.0,9.0,0.22
1984.0,10.0,0.11,1984.0,10.0,0.11
1984.0,11.0,0.03,1984.0,11.0,0.03
1985.0,0.0,0.32,1985.0,0.0,0.32
1985.0,1.0,0.03,1985.0,1.0,0.03
1985.0,2.0,0.27,1985.0,2.0,0.27
1985.0,3.0,0.21,1985.0,3.0,0.21
1985.0,4.0,0.22,1985.0,4.0,0.22
1985.0,5.0,0.27,1985.0,5.0,0.27
1985.0,6.0,0.03,1985.0,6.0,0.03
1985.0,7.0,0.35,1985.0,7.0,0.35
1985.0,8.0,0.26,1985.0,8.0,0.26
1985.0,9.0,0.13,1985.0,9.0,0.13
1985.0,10.0,0.09,1985.0,10.0,0.09
1985.0,11.0,0.14,1985.0,11.0,0.14
1986.0,0.0,0.38,1986.0,0.0,0.38
1986.0,1.0,0.51,1986.0,1.0,0.51
1986.0,2.0,0.39,1986.0,2.0,0.39
1986.0,3.0,0.43,1986.0,3.0,0.43
1986.0,4.0,0.33,1986.0,4.0,0.33
1986.0,5.0,0.12,1986.0,5.0,0.12
1986.0,6.0,0.14,1986.0,6.0,0.14
1986.0,7.0,0.2,1986.0,7.0,0.2
1986.0,8.0,0.02,1986.0,8.0,0.02
1986.0,9.0,0.11,1986.0,9.0,0.11
1986.0,10.0,0.12,1986.0,10.0,0.12
1986.0,11.0,0.2,1986.0,11.0,0.2
1987.0,0.0,0.43,1987.0,0.0,0.43
1987.0,1.0,0.53,1987.0,1.0,0.53
1987.0,2.0,0.25,1987.0,2.0,0.25
1987.0,3.0,0.38,1987.0,3.0,0.38
1987.0,4.0,0.29,1987.0,4.0,0.29
1987.0,5.0,0.55,1987.0,5.0,0.55
1987.0,6.0,0.58,1987.0,6.0,0.58
1987.0,7.0,0.26,1987.0,7.0,0.26
1987.0,8.0,0.36,1987.0,8.0,0.36
1987.0,9.0,0.34,1987.0,9.0,0.34
1987.0,10.0,0.29,1987.0,10.0,0.29
1987.0,11.0,0.56,1987.0,11.0,0.56
1988.0,0.0,0.66,1988.0,0.0,0.66
1988.0,1.0,0.48,1988.0,1.0,0.48
1988.0,2.0,0.62,1988.0,2.0,0.62
1988.0,3.0,0.5,1988.0,3.0,0.5
1988.0,4.0,0.62,1988.0,4.0,0.62
1988.0,5.0,0.59,1988.0,5.0,0.59
1988.0,6.0,0.44,1988.0,6.0,0.44
1988.0,7.0,0.56,1988.0,7.0,0.56
1988.0,8.0,0.55,1988.0,8.0,0.55
1988.0,9.0,0.55,1988.0,9.0,0.55
1988.0,10.0,0.18,1988.0,10.0,0.18
1988.0,11.0,0.38,1988.0,11.0,0.38
1989.0,0.0,0.25,1989.0,0.0,0.25
1989.0,1.0,0.45,1989.0,1.0,0.45
1989.0,2.0,0.44,1989.0,2.0,0.44
1989.0,3.0,0.43,1989.0,3.0,0.43
1989.0,4.0,0.18,1989.0,4.0,0.18
1989.0,5.0,0.15,1989.0,5.0,0.15
1989.0,6.0,0.48,1989.0,6.0,0.48
1989.0,7.0,0.51,1989.0,7.0,0.51
1989.0,8.0,0.54,1989.0,8.0,0.54
1989.0,9.0,0.43,1989.0,9.0,0.43
1989.0,10.0,0.23,1989.0,10.0,0.23
1989.0,11.0,0.4,1989.0,11.0,0.4
1990.0,0.0,0.53,1990.0,0.0,0.53
1990.0,1.0,0.41,1990.0,1.0,0.41
1990.0,2.0,0.85,1990.0,2.0,0.85
1990.0,3.0,0.64,1990.0,3.0,0.64
1990.0,4.0,0.55,1990.0,4.0,0.55
1990.0,5.0,0.46,1990.0,5.0,0.46
1990.0,6.0,0.62,1990.0,6.0,0.62
1990.0,7.0,0.42,1990.0,7.0,0.42
1990.0,8.0,0.3,1990.0,8.0,0.3
1990.0,9.0,0.51,1990.0,9.0,0.51
1990.0,10.0,0.54,1990.0,10.0,0.54
1990.0,11.0,0.48,1990.0,11.0,0.48
1991.0,0.0,0.5,1991.0,0.0,0.5
1991.0,1.0,0.63,1991.0,1.0,0.63
1991.0,2.0,0.48,1991.0,2.0,0.48
1991.0,3.0,0.73,1991.0,3.0,0.73
1991.0,4.0,0.43,1991.0,4.0,0.43
1991.0,5.0,0.7,1991.0,5.0,0.7
1991.0,6.0,0.63,1991.0,6.0,0.63
1991.0,7.0,0.57,1991.0,7.0,0.57
1991.0,8.0,0.63,1991.0,8.0,0.63
1991.0,9.0,0.36,1991.0,9.0,0.36
1991.0,10.0,0.33,1991.0,10.0,0.33
1991.0,11.0,0.33,1991.0,11.0,0.33
1992.0,0.0,0.51,1992.0,0.0,0.51
1992.0,1.0,0.43,1992.0,1.0,0.43
1992.0,2.0,0.54,1992.0,2.0,0.54
1992.0,3.0,0.24,1992.0,3.0,0.24
1992.0,4.0,0.28,1992.0,4.0,0.28
1992.0,5.0,0.31,1992.0,5.0,0.31
1992.0,6.0,0.08,1992.0,6.0,0.08
1992.0,7.0,0.14,1992.0,7.0,0.14
1992.0,8.0,-0.02,1992.0,8.0,-0.02
1992.0,9.0,0.09,1992.0,9.0,0.09
1992.0,10.0,0.03,1992.0,10.0,0.03
1992.0,11.0,0.25,1992.0,11.0,0.25
1993.0,0.0,0.4,1993.0,0.0,0.4
1993.0,1.0,0.42,1993.0,1.0,0.42
1993.0,2.0,0.34,1993.0,2.0,0.34
1993.0,3.0,0.31,1993.0,3.0,0.31
1993.0,4.0,0.29,1993.0,4.0,0.29
1993.0,5.0,0.28,1993.0,5.0,0.28
1993.0,6.0,0.4,1993.0,6.0,0.4
1993.0,7.0,0.22,1993.0,7.0,0.22
1993.0,8.0,0.1,1993.0,8.0,0.1
1993.0,9.0,0.24,1993.0,9.0,0.24
1993.0,10.0,0.09,1993.0,10.0,0.09
1993.0,11.0,0.18,1993.0,11.0,0.18
1994.0,0.0,0.4,1994.0,0.0,0.4
1994.0,1.0,0.09,1994.0,1.0,0.09
1994.0,2.0,0.28,1994.0,2.0,0.28
1994.0,3.0,0.53,1994.0,3.0,0.53
1994.0,4.0,0.28,1994.0,4.0,0.28
1994.0,5.0,0.58,1994.0,5.0,0.58
1994.0,6.0,0.42,1994.0,6.0,0.42
1994.0,7.0,0.27,1994.0,7.0,0.27
1994.0,8.0,0.41,1994.0,8.0,0.41
1994.0,9.0,0.42,1994.0,9.0,0.42
1994.0,10.0,0.51,1994.0,10.0,0.51
1994.0,11.0,0.44,1994.0,11.0,0.44
1995.0,0.0,0.57,1995.0,0.0,0.57
1995.0,1.0,0.9,1995.0,1.0,0.9
1995.0,2.0,0.52,1995.0,2.0,0.52
1995.0,3.0,0.59,1995.0,3.0,0.59
1995.0,4.0,0.38,1995.0,4.0,0.38
1995.0,5.0,0.5,1995.0,5.0,0.5
1995.0,6.0,0.64,1995.0,6.0,0.64
1995.0,7.0,0.58,1995.0,7.0,0.58
1995.0,8.0,0.47,1995.0,8.0,0.47
1995.0,9.0,0.67,1995.0,9.0,0.67
1995.0,10.0,0.53,1995.0,10.0,0.53
1995.0,11.0,0.4,1995.0,11.0,0.4
1996.0,0.0,0.42,1996.0,0.0,0.42
1996.0,1.0,0.61,1996.0,1.0,0.61
1996.0,2.0,0.45,1996.0,2.0,0.45
1996.0,3.0,0.51,1996.0,3.0,0.51
1996.0,4.0,0.35,1996.0,4.0,0.35
1996.0,5.0,0.33,1996.0,5.0,0.33
1996.0,6.0,0.58,1996.0,6.0,0.58
1996.0,7.0,0.76,1996.0,7.0,0.76
1996.0,8.0,0.43,1996.0,8.0,0.43
1996.0,9.0,0.33,1996.0,9.0,0.33
1996.0,10.0,0.51,1996.0,10.0,0.51
1996.0,11.0,0.54,1996.0,11.0,0.54
1997.0,0.0,0.48,1997.0,0.0,0.48
1997.0,1.0,0.55,1997.0,1.0,0.55
1997.0,2.0,0.66,1997.0,2.0,0.66
1997.0,3.0,0.4,1997.0,3.0,0.4
1997.0,4.0,0.43,1997.0,4.0,0.43
1997.0,5.0,0.67,1997.0,5.0,0.67
1997.0,6.0,0.33,1997.0,6.0,0.33
1997.0,7.0,0.45,1997.0,7.0,0.45
1997.0,8.0,0.49,1997.0,8.0,0.49
1997.0,9.0,0.6,1997.0,9.0,0.6
1997.0,10.0,0.71,1997.0,10.0,0.71
1997.0,11.0,0.69,1997.0,11.0,0.69
1998.0,0.0,0.72,1998.0,0.0,0.72
1998.0,1.0,1.21,1998.0,1.0,1.21
1998.0,2.0,0.84,1998.0,2.0,0.84
1998.0,3.0,0.83,1998.0,3.0,0.83
1998.0,4.0,0.93,1998.0,4.0,0.93
1998.0,5.0,1.03,1998.0,5.0,1.03
1998.0,6.0,0.92,1998.0,6.0,0.92
1998.0,7.0,0.85,1998.0,7.0,0.85
1998.0,8.0,0.59,1998.0,8.0,0.59
1998.0,9.0,0.69,1998.0,9.0,0.69
1998.0,10.0,0.66,1998.0,10.0,0.66
1998.0,11.0,0.78,1998.0,11.0,0.78
1999.0,0.0,0.68,1999.0,0.0,0.68
1999.0,1.0,0.85,1999.0,1.0,0.85
1999.0,2.0,0.49,1999.0,2.0,0.49
1999.0,3.0,0.41,1999.0,3.0,0.41
1999.0,4.0,0.49,1999.0,4.0,0.49
1999.0,5.0,0.63,1999.0,5.0,0.63
1999.0,6.0,0.62,1999.0,6.0,0.62
1999.0,7.0,0.54,1999.0,7.0,0.54
1999.0,8.0,0.66,1999.0,8.0,0.66
1999.0,9.0,0.63,1999.0,9.0,0.63
1999.0,10.0,0.57,1999.0,10.0,0.57
1999.0,11.0,0.51,1999.0,11.0,0.51
2000.0,0.0,0.3,2000.0,0.0,0.3
2000.0,1.0,0.78,2000.0,1.0,0.78
2000.0,2.0,0.7,2000.0,2.0,0.7
2000.0,3.0,0.75,2000.0,3.0,0.75
2000.0,4.0,0.56,2000.0,4.0,0.56
2000.0,5.0,0.69,2000.0,5.0,0.69
2000.0,6.0,0.63,2000.0,6.0,0.63
2000.0,7.0,0.61,2000.0,7.0,0.61
2000.0,8.0,0.57,2000.0,8.0,0.57
2000.0,9.0,0.35,2000.0,9.0,0.35
2000.0,10.0,0.48,2000.0,10.0,0.48
2000.0,11.0,0.48,2000.0,11.0,0.48
2001.0,0.0,0.58,2001.0,0.0,0.58
2001.0,1.0,0.62,2001.0,1.0,0.62
2001.0,2.0,0.68,2001.0,2.0,0.68
2001.0,3.0,0.61,2001.0,3.0,0.61
2001.0,4.0,0.73,2001.0,4.0,0.73
2001.0,5.0,0.66,2001.0,5.0,0.66
2001.0,6.0,0.72,2001.0,6.0,0.72
2001.0,7.0,0.63,2001.0,7.0,0.63
2001.0,8.0,0.71,2001.0,8.0,0.71
2001.0,9.0,0.62,2001.0,9.0,0.62
2001.0,10.0,0.8,2001.0,10.0,0.8
2001.0,11.0,0.73,2001.0,11.0,0.73
2002.0,0.0,0.97,2002.0,0.0,0.97
2002.0,1.0,0.9,2002.0,1.0,0.9
2002.0,2.0,1.14,2002.0,2.0,1.14
2002.0,3.0,0.8,2002.0,3.0,0.8
2002.0,4.0,0.87,2002.0,4.0,0.87
2002.0,5.0,0.65,2002.0,5.0,0.65
2002.0,6.0,0.84,2002.0,6.0,0.84
2002.0,7.0,0.69,2002.0,7.0,0.69
2002.0,8.0,0.83,2002.0,8.0,0.83
2002.0,9.0,0.64,2002.0,9.0,0.64
2002.0,10.0,0.71,2002.0,10.0,0.71
2002.0,11.0,0.56,2002.0,11.0,0.56
2003.0,0.0,0.94,2003.0,0.0,0.94
2003.0,1.0,0.75,2003.0,1.0,0.75
2003.0,2.0,0.73,2003.0,2.0,0.73
2003.0,3.0,0.7,2003.0,3.0,0.7
2003.0,4.0,0.87,2003.0,4.0,0.87
2003.0,5.0,0.64,2003.0,5.0,0.64
2003.0,6.0,0.66,2003.0,6.0,0.66
2003.0,7.0,0.85,2003.0,7.0,0.85
2003.0,8.0,0.83,2003.0,8.0,0.83
2003.0,9.0,0.85,2003.0,9.0,0.85
2003.0,10.0,0.65,2003.0,10.0,0.65
2003.0,11.0,0.88,2003.0,11.0,0.88
2004.0,0.0,0.74,2004.0,0.0,0.74
2004.0,1.0,0.95,2004.0,1.0,0.95
2004.0,2.0,0.85,2004.0,2.0,0.85
2004.0,3.0,0.77,2004.0,3.0,0.77
2004.0,4.0,0.49,2004.0,4.0,0.49
2004.0,5.0,0.67,2004.0,5.0,0.67
2004.0,6.0,0.23,2004.0,6.0,0.23
2004.0,7.0,0.59,2004.0,7.0,0.59
2004.0,8.0,0.58,2004.0,8.0,0.58
2004.0,9.0,0.82,2004.0,9.0,0.82
2004.0,10.0,0.87,2004.0,10.0,0.87
2004.0,11.0,0.65,2004.0,11.0,0.65
2005.0,0.0,0.96,2005.0,0.0,0.96
2005.0,1.0,0.87,2005.0,1.0,0.87
2005.0,2.0,0.96,2005.0,2.0,0.96
2005.0,3.0,0.84,2005.0,3.0,0.84
2005.0,4.0,0.75,2005.0,4.0,0.75
2005.0,5.0,0.83,2005.0,5.0,0.83
2005.0,6.0,0.8,2005.0,6.0,0.8
2005.0,7.0,0.74,2005.0,7.0,0.74
2005.0,8.0,0.98,2005.0,8.0,0.98
2005.0,9.0,1.0,2005.0,9.0,1.0
2005.0,10.0,0.9,2005.0,10.0,0.9
2005.0,11.0,0.89,2005.0,11.0,0.89
2006.0,0.0,0.77,2006.0,0.0,0.77
2006.0,1.0,0.91,2006.0,1.0,0.91
2006.0,2.0,0.81,2006.0,2.0,0.81
2006.0,3.0,0.7,2006.0,3.0,0.7
2006.0,4.0,0.51,2006.0,4.0,0.51
2006.0,5.0,0.76,2006.0,5.0,0.76
2006.0,6.0,0.65,2006.0,6.0,0.65
2006.0,7.0,0.82,2006.0,7.0,0.82
2006.0,8.0,0.72,2006.0,8.0,0.72
2006.0,9.0,0.82,2006.0,9.0,0.82
2006.0,10.0,0.84,2006.0,10.0,0.84
2006.0,11.0,0.89,2006.0,11.0,0.89
2007.0,0.0,1.22,2007.0,0.0,1.22
2007.0,1.0,0.93,2007.0,1.0,0.93
2007.0,2.0,0.91,2007.0,2.0,0.91
2007.0,3.0,0.93,2007.0,3.0,0.93
2007.0,4.0,0.95,2007.0,4.0,0.95
2007.0,5.0,0.66,2007.0,5.0,0.66
2007.0,6.0,0.78,2007.0,6.0,0.78
2007.0,7.0,0.84,2007.0,7.0,0.84
2007.0,8.0,0.81,2007.0,8.0,0.81
2007.0,9.0,0.8,2007.0,9.0,0.8
2007.0,10.0,0.72,2007.0,10.0,0.72
2007.0,11.0,0.7,2007.0,11.0,0.7
2008.0,0.0,0.47,2008.0,0.0,0.47
2008.0,1.0,0.45,2008.0,1.0,0.45
2008.0,2.0,0.9,2008.0,2.0,0.9
2008.0,3.0,0.67,2008.0,3.0,0.67
2008.0,4.0,0.56,2008.0,4.0,0.56
2008.0,5.0,0.5,2008.0,5.0,0.5
2008.0,6.0,0.73,2008.0,6.0,0.73
2008.0,7.0,0.4,2008.0,7.0,0.4
2008.0,8.0,0.82,2008.0,8.0,0.82
2008.0,9.0,0.72,2008.0,9.0,0.72
2008.0,10.0,0.81,2008.0,10.0,0.81
2008.0,11.0,0.72,2008.0,11.0,0.72
2009.0,0.0,0.75,2009.0,0.0,0.75
2009.0,1.0,0.75,2009.0,1.0,0.75
2009.0,2.0,0.66,2009.0,2.0,0.66
2009.0,3.0,0.75,2009.0,3.0,0.75
2009.0,4.0,0.84,2009.0,4.0,0.84
2009.0,5.0,0.81,2009.0,5.0,0.81
2009.0,6.0,0.87,2009.0,6.0,0.87
2009.0,7.0,0.85,2009.0,7.0,0.85
2009.0,8.0,0.9,2009.0,8.0,0.9
2009.0,9.0,0.73,2009.0,9.0,0.73
2009.0,10.0,0.83,2009.0,10.0,0.83
2009.0,11.0,0.77,2009.0,11.0,0.77
2010.0,0.0,0.98,2010.0,0.0,0.98
2010.0,1.0,1.06,2010.0,1.0,1.06
2010.0,2.0,1.13,2010.0,2.0,1.13
2010.0,3.0,1.0,2010.0,3.0,1.0
2010.0,4.0,0.97,2010.0,4.0,0.97
2010.0,5.0,0.85,2010.0,5.0,0.85
2010.0,6.0,0.74,2010.0,6.0,0.74
2010.0,7.0,0.83,2010.0,7.0,0.83
2010.0,8.0,0.85,2010.0,8.0,0.85
2010.0,9.0,0.95,2010.0,9.0,0.95
2010.0,10.0,1.01,2010.0,10.0,1.01
2010.0,11.0,0.7,2010.0,11.0,0.7
2011.0,0.0,0.72,2011.0,0.0,0.72
2011.0,1.0,0.69,2011.0,1.0,0.69
2011.0,2.0,0.77,2011.0,2.0,0.77
2011.0,3.0,0.82,2011.0,3.0,0.82
2011.0,4.0,0.64,2011.0,4.0,0.64
2011.0,5.0,0.72,2011.0,5.0,0.72
2011.0,6.0,0.91,2011.0,6.0,0.91
2011.0,7.0,0.96,2011.0,7.0,0.96
2011.0,8.0,0.77,2011.0,8.0,0.77
2011.0,9.0,0.83,2011.0,9.0,0.83
2011.0,10.0,0.78,2011.0,10.0,0.78
2011.0,11.0,0.8,2011.0,11.0,0.8
2012.0,0.0,0.62,2012.0,0.0,0.62
2012.0,1.0,0.58,2012.0,1.0,0.58
2012.0,2.0,0.7,2012.0,2.0,0.7
2012.0,3.0,0.8,2012.0,3.0,0.8
2012.0,4.0,0.93,2012.0,4.0,0.93
2012.0,5.0,0.72,2012.0,5.0,0.72
2012.0,6.0,0.57,2012.0,6.0,0.57
2012.0,7.0,0.85,2012.0,7.0,0.85
2012.0,8.0,0.89,2012.0,8.0,0.89
2012.0,9.0,0.92,2012.0,9.0,0.92
2012.0,10.0,0.94,2012.0,10.0,0.94
2012.0,11.0,0.72,2012.0,11.0,0.72
2013.0,0.0,0.98,2013.0,0.0,0.98
2013.0,1.0,0.75,2013.0,1.0,0.75
2013.0,2.0,0.85,2013.0,2.0,0.85
2013.0,3.0,0.66,2013.0,3.0,0.66
2013.0,4.0,0.66,2013.0,4.0,0.66
2013.0,5.0,0.87,2013.0,5.0,0.87
2013.0,6.0,0.66,2013.0,6.0,0.66
2013.0,7.0,0.79,2013.0,7.0,0.79
2013.0,8.0,1.01,2013.0,8.0,1.01
2013.0,9.0,0.86,2013.0,9.0,0.86
2013.0,10.0,0.89,2013.0,10.0,0.89
2013.0,11.0,0.84,2013.0,11.0,0.84
2014.0,0.0,0.96,2014.0,0.0,0.96
2014.0,1.0,0.67,2014.0,1.0,0.67
2014.0,2.0,0.78,2014.0,2.0,0.78
2014.0,3.0,0.89,2014.0,3.0,0.89
2014.0,4.0,1.05,2014.0,4.0,1.05
2014.0,5.0,0.78,2014.0,5.0,0.78
2014.0,6.0,0.72,2014.0,6.0,0.72
2014.0,7.0,0.85,2014.0,7.0,0.85
2014.0,8.0,1.1,2014.0,8.0,1.1
2014.0,9.0,1.01,2014.0,9.0,1.01
2014.0,10.0,0.8,2014.0,10.0,0.8
2014.0,11.0,0.98,2014.0,11.0,0.98
2015.0,0.0,0.95,2015.0,0.0,0.95
2015.0,1.0,1.08,2015.0,1.0,1.08
2015.0,2.0,1.11,2015.0,2.0,1.11
2015.0,3.0,0.78,2015.0,3.0,0.78
2015.0,4.0,0.85,2015.0,4.0,0.85
2015.0,5.0,0.85,2015.0,5.0,0.85
2015.0,6.0,0.7,2015.0,6.0,0.7
2015.0,7.0,0.89,2015.0,7.0,0.89
2015.0,8.0,0.81,2015.0,8.0,0.81
2015.0,9.0,1.2,2015.0,9.0,1.2
2015.0,10.0,1.19,2015.0,10.0,1.19
2015.0,11.0,1.39,2015.0,11.0,1.39
2016.0,0.0,1.36,2016.0,0.0,1.36
2016.0,1.0,1.65,2016.0,1.0,1.65
2016.0,2.0,1.64,2016.0,2.0,1.64
2016.0,3.0,1.35,2016.0,3.0,1.35
2016.0,4.0,1.15,2016.0,4.0,1.15
2016.0,5.0,0.91,2016.0,5.0,0.91
2016.0,6.0,0.97,2016.0,6.0,0.97
2016.0,7.0,1.3,2016.0,7.0,1.3
2016.0,8.0,1.1,2016.0,8.0,1.1
2016.0,9.0,1.21,2016.0,9.0,1.21
2016.0,10.0,1.18,2016.0,10.0,1.18
2016.0,11.0,1.12,2016.0,11.0,1.12
2017.0,0.0,1.13,2017.0,0.0,1.13
2017.0,1.0,1.42,2017.0,1.0,1.42
2017.0,2.0,1.38,2017.0,2.0,1.38
2017.0,3.0,1.16,2017.0,3.0,1.16
2017.0,4.0,1.22,2017.0,4.0,1.22
2017.0,5.0,0.79,2017.0,5.0,0.79
2017.0,6.0,1.06,2017.0,6.0,1.06
2017.0,7.0,1.09,2017.0,7.0,1.09
2017.0,8.0,0.96,2017.0,8.0,0.96
2017.0,9.0,1.15,2017.0,9.0,1.15
2017.0,10.0,1.04,2017.0,10.0,1.04
2017.0,11.0,1.17,2017.0,11.0,1.17
2018.0,0.0,1.03,2018.0,0.0,1.03
